id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
486;technical_safety;7;6;Sécurité électrique;Il y a des panneaux pointant vers les dangers ou interdisant l'entrée de personnes non autorisées dans des locaux et des postes de travail où des machines ou des installations comprenant des pièces actives non protégées sont utilisées.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 37";nan
487;technical_safety;7;7;Sécurité électrique;Dans les locaux ou les postes de travail contenant des parties actives non protégées de la haute tension A domaine ou du domaine B haute tension, les portes sont verrouillées de l'extérieur.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 37";nan
506;waste;1;5;Permis de déchets / licence;Si l'installation traite les déchets des ménages, il a obtenu une autorisation valide dirigée par le gouverneur (WALI).;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 42";* Autorisation pour le traitement des déchets ménagers
488;technical_safety;7;8;Sécurité électrique;Les installations électriques sont vérifiées lorsqu'ils sont mis en service, et après tout changement de leur structure, puis périodiquement par la suite par une personne nommée.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 69";* Rapports sur la vérification de l'état des installations électriques et des points de non-conformité à la législation.
489;technical_safety;8;1;Équipement de protection personnelle;Les travailleurs sont équipés de l'équipement de protection individuelle nécessaire.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 6";nan
490;technical_safety;8;2;Équipement de protection personnelle;Si les niveaux de bruit ne peuvent pas être correctement contrôlés, l'employeur fournit aux travailleurs un équipement individuel approprié pour les protéger contre le bruit.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 16";nan
491;technical_safety;8;3;Équipement de protection personnelle;L'employeur maintient des équipements personnels pour la protection contre le bruit dans un bon état de fonctionnement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 16";nan
492;technical_safety;8;4;Équipement de protection personnelle;L'employeur fournit aux travailleurs exposés à une température basse ou élevée avec des équipements de protection personnelle.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 17";nan
493;technical_safety;8;5;Équipement de protection personnelle;L'installation garantit que l'équipement de protection collectif et individuel est vérifié, contrôlé et entretenu régulièrement par des personnes qualifiées désignées par l'employeur.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 62";nan
494;technical_safety;9;1;Atmosphères potentiellement explosives;Les locaux où les matériaux inflammables sont stockés et manipulés ne sont allumés qu'avec des lampes électriques protégées par un double boîtier étanche à l'air ou par des lampes externes dans des raccords en verre (Sous verre dormante).;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 48";nan
495;technical_safety;9;2;Atmosphères potentiellement explosives;Dans les zones à haut risque d'explosion, les installations électriques sont réduites au minimum nécessaire pour les opérations.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 49";nan
496;technical_safety;9;3;Atmosphères potentiellement explosives;Dans les zones à haut risque d'explosion, les installations électriques ne comprennent aucune source d'étincelles ou de surchauffe susceptible de provoquer un incendie ou une explosion.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 49";nan
497;technical_safety;9;4;Atmosphères potentiellement explosives;Dans les zones où les matériaux inflammables du deuxième groupe sont manipulés, produits, traités ou stockés des canalisations et les installations électriques sont équipées de systèmes pour empêcher leur contact avec ces matériaux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
498;technical_safety;9;5;Atmosphères potentiellement explosives;Dans les zones où les matériaux inflammables du deuxième groupe sont manipulés, produits, traités ou stockés, les installations et les dispositifs électriques sont réduits au minimum nécessaire pour l'alimentation et le contrôle de l'électricité des machines qui y sont utilisées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
499;technical_safety;9;6;Atmosphères potentiellement explosives;Dans les zones où les matériaux inflammables du deuxième groupe sont manipulés, produits, traités ou stockés les conducteurs, ainsi que les dispositifs conducteurs sont protégés et ne sont pas nus.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
500;technical_safety;10;1;Sécurité des conducteurs;L'employeur désigne un ou plusieurs travailleurs pour aider le conducteur d'une manœuvre de camions, en particulier pour l'inversion, dans des conditions de mauvaise visibilité.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 30";nan
501;technical_safety;10;2;Sécurité des conducteurs;Si l'entreprise exploite des véhicules de transport plus lourds que 3,5 tonnes lorsqu'ils sont chargés, il affiche 3 cercles blancs de 20 centimètres (cm) de diamètre contenant les limites de vitesse pour ces véhicules sur les autoroutes, des routes autres que les autoroutes en dehors des zones urbaines et dans les zones urbaines.;"Ordonnance du 15 juin 2015 établissant les vitesses maximales pour les véhicules transportant des personnes et des marchandises plus lourdes que 3,5 tonnes, y compris leur cargaison; Art. 10";nan
502;waste;1;1;Politique des déchets;L'installation prend toutes les mesures nécessaires pour réduire la génération de déchets.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 6";nan
503;waste;1;2;Politique des déchets;L'installation garantit la récupération des déchets résultant des matériaux qu'il importe ou élimine et des produits qu'elle fabrique.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 7";nan
504;waste;1;3;Définition et classification des déchets;Si l'installation a ou génère des déchets, il ne mélange pas les déchets spéciaux et les déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 17";nan
505;waste;1;4;Permis de déchets / licence;Si l'établissement traite les déchets spéciaux, il détient une autorisation préalable pour les déchets spéciaux délivrés par le ministre de l'Environnement.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 42";"* Contrat d''assurance pour tous les risques, y compris le risque de pollution
* Autorisation pour un traitement des déchets spéciaux"
507;waste;1;6;Permis de déchets / licence;Si l'installation traite les déchets inertes, il a obtenu une autorisation préalable délivrée par le président de l'Assemblée communautaire populaire pour laquelle l'installation appartient géographiquement.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 42";* Autorisation pour le traitement des déchets inertes
508;waste;1;7;Permis de déchets / licence;Si l'installation traite les déchets, il est conforme aux exigences énoncées dans ses autorisations pour traiter les déchets.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 42";"* Autorisation pour le traitement des déchets ménagers
* Autorisation pour le traitement des déchets inertes
* Autorisation pour un traitement des déchets spéciaux"
509;waste;1;8;Permis de déchets / licence;Si la société exporte des déchets dangereux spéciaux, il obtient une licence du ministère de l'Environnement.;"Décret exécutif n ° 19-10 du 23 janvier 2019 organisant l''exportation de déchets dangereux spéciaux; Article 4; Article 5";* Licence pour l'exportation de déchets dangereux spéciaux
510;waste;1;9;Permis de déchets / licence;Si la société exporte des déchets dangereux spéciaux, il obtient un certificat de qualification d'exportateur du département compétent du ministère de l'Environnement et des énergies renouvelables.;"Décision du 8 juillet 2020 spécifiant les conditions de qualification comme exportateur de déchets dangereux spéciaux; Article 2; Article 5";* Exportateur du certificat de qualification des déchets dangereux spéciaux
511;waste;1;10;Expédition de déchets nationaux;Si l'installation transporte des déchets dangereux spéciaux, il garantit que la charge est accompagnée d'un document de transport.;"Décret exécutif n ° 04-409 du 14 décembre 2004 sur les transports spéciaux dangereux; Art. 17";* Document de transport
512;waste;1;11;Expédition de déchets nationaux;Si l'installation transporte des déchets dangereux spéciaux, les véhicules doivent être placés de l'extérieur avec des panneaux clairs spécifiques à la catégorie des déchets transportés afin de faciliter l'identification des déchets transportés.;"Décret exécutif n ° 04-409 du 14 décembre 2004 sur les transports spéciaux dangereux; Art. 9";nan
513;waste;1;12;Opérations d'élimination des déchets;Si l'installation génère des déchets mais n'est pas en mesure de les récupérer, il garantit l'élimination respectueuse de ces déchets.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 8";nan
514;waste;1;13;Opérations d'élimination des déchets;Si l'installation a ou génère des déchets, les opérations d'élimination des déchets ne nuisent pas à la santé publique et à l'environnement.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 11";nan
515;waste;1;14;Opérations d'élimination des déchets;Si l'installation traite les déchets spéciaux dangereux, il ne le fait que dans un établissement de traitement autorisé.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 19";* Facture d'un centre de traitement autorisé
516;waste;1;15;Opérations d'élimination des déchets;L'opérateur de l'installation de traitement des déchets vérifie l'absence de radioactivité pour toute nouvelle charge de déchets spéciaux;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 15";nan
517;waste;1;16;Opérations d'élimination des déchets;Si l'installation dispose de déchets spéciaux dangereux, il ne le fait que dans les sites et installations désignés à cette fin.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 20";nan
518;waste;1;17;Opérations d'élimination des déchets;L'installation dispose uniquement de déchets inertes ou les envoie pour éliminer les sites désignés à cette fin.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 37";* Facture d'un site d'élimination désigné
519;waste;1;18;Opérations d'élimination des déchets;L'installation dispose uniquement de déchets inertes qui ne sont pas récupérables dans des sites adaptés et autorisés à les recevoir.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 39";* Facture d'un site d'élimination désigné
520;waste;1;19;Gaspillage d'emballage;L'installation n'utilise pas de matériaux d'emballage qui sont scientifiquement reconnus comme dangereux.;"Loi n ° 85-05 du 16 février 1985 sur la protection et la promotion de la santé; Art. 36";nan
521;waste;1;20;Gaspillage d'emballage;Si l'installation détient ou génère des déchets d'emballage, il récupère ces déchets lui-même ou délégue la tâche à une installation autorisée ou adhère au système public de reprendre, de recyclage et de récupération.;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d''emballage; Art. 3";nan
522;waste;2;19;Déchets médicaux / infectieux;Les déchets toxiques sont pré-collectés (c'est-à-dire stockés) dans des sacs en plastique rouge à usage unique, résistants, qui n'émettent pas de chlore pendant l'incinération.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 11";nan
523;waste;2;1;Déchets dangereux généraux;Si l’installation fournit ses déchets spéciaux à un établissement de traitement, il a obtenu un certificat d’acceptation préalable (certificat d’acceptation préalable) de l’opérateur.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 12";* Certificat d'acceptation préalable des déchets spéciaux obtenus à partir de l'établissement de traitement des déchets
524;waste;2;2;Déchets dangereux généraux;Si l'installation a ou génère des déchets spéciaux dangereux, il fournit l'administration en charge de l'environnement avec une déclaration annuelle sur la quantité, la nature et les caractéristiques des déchets.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 21
Décret exécutif 05-315 du 10 septembre 2005 Règles de fixation de la déclaration de déchets spéciaux; Art. 2, 3";* Déclaration sur la quantité, la nature et les caractéristiques des déchets spéciaux dangereux générés.
525;waste;2;3;Déchets dangereux généraux;Si l'installation génère des déchets spéciaux dangereux, il fournit au ministère de l'Environnement des informations concernant le traitement de ces déchets, ainsi que des moyens et des mesures adoptés pour réduire la production de déchets.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 21
Décret exécutif 05-315 du 10 septembre 2005 Règles de fixation de la déclaration de déchets spéciaux; Art. 2";* Déclaration du traitement des déchets spéciaux dangereux générés.
529;waste;2;7;Huile d'occasion;Si l'installation détient les huiles d'occasion, après avoir obtenu l'approbation nécessaire, garantit que l'huile utilisée est traitée soit pour réutiliser, utilisée comme source de combustion, incinérée, stockée avant son élimination, soit exportée pour le traitement.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 3";nan
530;waste;2;8;Huile d'occasion;Si l'installation gère l'huile utilisée, elle est stockée dans des conteneurs à l'épreuve des fuites afin qu'il puisse être stocké et éliminé en toute sécurité.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 4";nan
531;waste;2;9;Huile d'occasion;Si l'installation gère le pétrole utilisé, il faut des mesures adéquates pour les gérer.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 5";nan
532;waste;2;10;Huile d'occasion;Si l'installation utilise le pétrole utilisé comme combustible, il a obtenu une autorisation du ministre de l'Environnement.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 10";* Autorisation d'utiliser l'huile d'occasion comme carburant combustible
533;waste;2;11;Huile d'occasion;Si l'installation incinte a utilisé du pétrole ou l'utilise comme telle, elle a obtenu une autorisation du ministre de l'Environnement.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 11";* L'autorisation d'inciner à l'huile utilisée ou l'utilise comme telle
534;waste;2;12;Huile d'occasion;Si l'installation se régénère a utilisé du pétrole, elle a obtenu une autorisation «agrément» du ministre de l'Environnement.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 12";* Autorisation de régénérer l'huile utilisée
535;waste;2;13;Huile d'occasion;Si l'installation contient des huiles d'occasion, tout transport des huiles d'occasion est effectué soit par l'installation, soit par un collecteur enregistré.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 5";* Preuve de transport de l'huile d'occasion
536;waste;2;14;Huile d'occasion;Si l'installation contient de l'huile d'occasion, elle la stocke de manière à éviter leur mélange avec des contaminants d'huile ou non d'huile qui peuvent avoir un impact sur leur traitement ou entraîner la génération de matériaux toxiques pendant leurs différents usages.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l''huile d''occasion; Art. 4";nan
537;waste;2;15;Huile d'occasion;Si l'installation régénère le pétrole utilisé, il se soumet tous les 3 mois au ministère en charge des statistiques d'hydrocarbures sur la quantité d'huile utilisée manipulée.;"Décret exécutif n ° 04-88 du 22 mars 2004 réglementant le traitement et la régénération des huiles d''occasion; Art. 20";* Records de la quantité d'huile utilisée gérée
538;waste;2;16;Batteries d'occasion;Si l'installation génère des batteries et des accumulateurs d'occasion contenant du plomb, du nickel de mercure et du cadmium, il ne le dispose que dans les installations de traitement autorisées.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 19 (1)
Décret exécutif n ° 06-104 du 28 février 2008 sur la liste des déchets et des déchets spéciaux dangereux; Annexe III";* Facture d'un centre de traitement autorisé
539;waste;2;17;Déchets médicaux / infectieux;Si l'installation génère des déchets infectieux, il les stocke dans des conteneurs rigides et résistants.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 8";nan
540;waste;2;18;Déchets médicaux / infectieux;Les déchets infectieux sont pré-collectés (c'est-à-dire stockés) dans des sacs en plastique jaune résistants, résistants, d'au moins 0,1 mm d'épaisseur, qui n'émettent pas de chlore pendant l'incinération.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 9";nan
541;waste;2;20;Déchets médicaux / infectieux;Si l'installation incinte ses propres déchets infectieux, il a obtenu une autorisation préalable et est conforme aux exigences qui s'y trouvent.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 25";* Autorisation d'incinérer les déchets infectieux
542;waste;2;21;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il les trie de manière à éviter le mélange.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 13";nan
543;waste;2;22;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il ne les compacte pas.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 14";nan
544;waste;2;23;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il place les sacs contenant des déchets médicaux dans des conteneurs rigides équipés d'une couverture et les envoie dans des locaux de collecte.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 15";nan
545;waste;2;24;Déchets médicaux / infectieux;Les conteneurs qui ont servi pour la collecte et le transport sont lavés et décontaminés après chaque utilisation.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 17";nan
546;waste;2;25;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il ne les stocke que dans des locaux de collecte qui sont correctement équipés et entretenus à cette fin.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 18";nan
547;waste;2;26;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il les stocke dans des locaux de stockage pendant 24 heures si l'installation dispose d'un incinérateur et ne dépassant pas 48 heures si l'installation n'a pas d'incinérateur.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 21";nan
548;waste;2;27;Déchets médicaux / infectieux;Si l'installation génère des déchets infectieux médicaux, il garantit qu'ils sont incinérés, qu'il s'agisse d'un incinérateur hors site ou d'un incinérateur hors site.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 24";nan
549;waste;2;28;Déchets médicaux / infectieux;Les locaux de collecte pour le stockage des déchets médicaux dans l'établissement sont ventilés, allumés, fournis avec une source d'eau et connectés au système d'égouts;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 19";nan
550;waste;2;29;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il garantit la protection de l'environnement, du public et des travailleurs de ces déchets.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 4";nan
551;waste;2;30;Déchets radioactifs;L'opérateur de l'installation générant des déchets radioactifs au-dessus des limites d'exemption effectue toutes les opérations par rapport à la gestion des déchets radioactifs, à l'exception de leur stockage final.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 5";nan
552;waste;2;31;Déchets radioactifs;L'opérateur de l'installation ou de l'installation générant des déchets radioactifs au-dessus des limites d'exemption désigne un coordinateur en charge de la gestion des déchets radioactifs dans l'installation et des relations avec toutes les parties et autorités traitant de la gestion des déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 6";nan
553;waste;2;32;Déchets radioactifs;Si l'installation gère les déchets radioactifs, il a obtenu une autorisation préalable de la Commission de l'énergie atomique (commissariat à l'Énergie Atomique) et est conforme aux exigences qui s'y trouvent.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 8";* Autorisation de gérer les déchets radioactifs
554;waste;2;33;Déchets radioactifs;Les déchets radioactifs sont triés selon les directives énoncées dans l'annexe au décret présidentiel 05-119.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 9";nan
555;waste;2;34;Déchets radioactifs;Les conteneurs utilisés pour le transport de déchets radioactifs sont manipulés et étiquetés avec des signes indélébiles informant l'origine des déchets radioactifs, l'élément radioactif, son activité, sa date de production, ainsi que tous les risques chimiques et biologiques qui lui sont associés.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 11";nan
556;waste;2;35;Déchets radioactifs;Le générateur ou l'opérateur d'une installation qui génère des déchets radioactifs garantit qu'ils sont temporairement stockés, avant le traitement ou l'élimination des sites avec un niveau adéquat de protection radiologique et physique.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 12";nan
557;waste;2;36;Déchets radioactifs;Pendant le stockage temporaire avant le traitement ou l'élimination, les déchets radioactifs sont séparés de ceux qui n'ont pas été traités.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 12";nan
558;waste;2;37;Déchets radioactifs;L'installation garantit que les sources radioactives scellées utilisées sont retournées au fournisseur à la fin de leur cycle de vie.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 13";* Contrat entre le fournisseur de la source radioactive et l'installation en l'utilisant
559;waste;2;38;Déchets radioactifs;L'installation n'importe pas de déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 13";nan
560;waste;2;39;Déchets radioactifs;Les déchets radioactifs solides et liquides sont collectés dans des conteneurs adéquats, puis traités pour éviter tous les risques de dispersion de la radioactivité sous quelque forme que ce soit.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 14";nan
561;waste;2;40;Déchets radioactifs;L'installation ne décharge pas les déchets radioactifs solides dans les eaux de surface, le système d'égout ou les collecteurs d'eaux usées.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 14";nan
562;waste;2;41;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il réalise un programme de surveillance de qualité approuvé pour garantir la conformité aux exigences de sécurité.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 20";* Programme de surveillance de la qualité approuvé de la conformité aux exigences de sécurité relatives aux déchets radioactifs
563;waste;2;42;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il prépare et conserve un registre (Registre d'Inventaire) sur les déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 19";* Registre de l'inventaire des déchets radioactifs
564;waste;2;43;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il prépare un rapport annuel adressé à la Commission de l'énergie atomique (commissariat à l'énergie atomique) concernant l'état de déchets radioactifs gérés.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 20";* Rapport annuel sur la gestion des déchets radioactifs
565;waste;2;44;Déchets radioactifs;L'installation maintient toutes les données relatives aux déchets radioactifs qu'il a générés dans les archives.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 21";nan
566;waste;2;45;Déchets radioactifs;L'installation a établi un plan décrivant des actions et des réponses d'urgence concernant les dangers liés aux déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 22";* Plans pour les réponses d'urgence aux risques de déchets radioactifs
567;waste;3;1;Expédition de déchets internationaux;Si la Société exporte des déchets dangereux spéciaux, il emballe, étiquette et transporte les déchets conformément aux directives fournies à l'annexe IV du décret exécutif n ° 19-10 du 23 janvier 2019 organisant l'exportation de déchets dangereux spéciaux.;"Décret exécutif n ° 19-10 du 23 janvier 2019 organisant l''exportation de déchets dangereux spéciaux; Article 10; Annexe 4";nan
568;waste;3;2;Restrictions internationales d'expédition des déchets;L'installation n'importe pas de déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 25";nan
569;waste;3;3;Restrictions internationales d'expédition des déchets;L'installation exporte des déchets spéciaux dangereux uniquement aux pays avec lesquels il existe des accords nationaux sur la question.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 26";* Records d'exportation des déchets spéciaux dangereux
570;waste;3;4;Restrictions internationales d'expédition des déchets;L'installation a une autorisation du ministère de l'Environnement avant toute opération d'exportation ou de transit impliquant des déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 26";* Autorisation pour l'exportation ou le transit des déchets spéciaux dangereux
571;waste;3;5;Restrictions internationales d'expédition des déchets;Les conteneurs de déchets sont scellés avant toute opération d'exportation ou de transit impliquant des déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 26";nan
572;waste;4;1;Collecteurs de déchets et transporteurs de déchets;Si l'installation recueille des déchets spéciaux, il détient une autorisation valide du ministre de l'Environnement.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 2";* Autorisation de collecter des déchets spéciaux
573;waste;4;2;Collecteurs de déchets et transporteurs de déchets;Le percepteur spécial des déchets a contracté une assurance couvrant sa responsabilité pour tous les effets néfastes qu'il pourrait provoquer au public.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 7";* Contrat d'assurance couvrant l'activité de collecte des déchets spéciaux
574;waste;4;3;Collecteurs de déchets et transporteurs de déchets;Le collecteur de déchets spéciaux conserve un registre signé et numéroté sur les déchets spéciaux collectés.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 8 et art. 9";* Inscrivez-vous sur des déchets spéciaux collectés
575;waste;4;4;Collecteurs de déchets et transporteurs de déchets;Le collecteur de déchets spéciaux soumet chaque année une déclaration sur son activité aux autorités environnementales locales.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 10";* Déclaration annuelle sur les activités de collecte de déchets spéciaux
576;waste;4;5;Sites de traitement des déchets;Si l'installation traite les déchets spéciaux, il le fait, uniquement dans les installations autorisées par le ministère de l'Environnement;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 15";* Autorisation pour un traitement des déchets spéciaux dangereux
577;waste;4;6;Sites de traitement des déchets;Si l'établissement est un établissement de traitement des déchets d'emballage, il a une autorisation préalable délivrée par le ministère de l'environnement.;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d''emballage; Art. 7";* Autorisation pour le traitement des déchets d'emballage
578;waste;4;7;Sites de traitement des déchets;L'opérateur d'une installation de traitement des déchets fournit l'autorité d'inspection et de surveillance de toutes les informations demandées.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 47";nan
579;waste;4;8;Sites de traitement des déchets;L'installation de traitement des déchets met un panneau à l'entrée principale du site indiquant des informations concernant l'installation et les déchets.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 5";nan
